Lbc_km,Y0,ed,N,mu,nu,omega,p_mu,p_nu,p_omega,key_rate
20,2.237787871566235e-07,0.010794765274901233,3743602045740,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013402670215201789
20,1.4318833449398022e-08,0.016651041184137134,138474290744,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01211616890280846
20,7.345447522492054e-07,0.011358024418526153,2787124448686,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013272867230376429
20,5.091504094325599e-07,0.012763367689548718,43781700604,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012955231625065863
20,1.0533391999456498e-08,0.006604651418302522,346396560681,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014422678917969278
20,5.90598653471942e-08,0.012271955335163894,764408425766,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013065357610301375
20,3.516940378691784e-07,0.006990645521358792,976416518320,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014323977700701585
20,7.103304004943349e-06,0.007579810510648424,11539140521,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014175277123462657
20,1.03911853618804e-07,0.015627490547332316,27733413127383,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01233197930291733
20,2.1271780479732544e-08,0.005468041386761926,173999091685,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01472034313828689
20,7.346888001781079e-07,0.01880610274440107,209746222454,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011672252631456175
20,2.178145534468033e-06,0.00691275041127072,3663449611211,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014343763078295308
20,5.621996249013675e-08,0.016417674130315404,44514701615026,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01216507590552881
20,2.109695961230228e-07,0.015308275279161253,260705644219,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012399985365523048
20,3.5254752440944577e-06,0.011152006167690909,2169259273337,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013320073735386911
20,9.106750070955557e-06,0.013364557862370736,647621106358,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01282152795926108
20,1.9416937783606135e-08,0.019244312063271873,1257763103575,0.8,0.2,0.02,0.85,0.0075,0.1425,0.011583660115016652
20,1.265825823808592e-06,0.014818732754886755,89078765065,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012504917554445504
20,8.151021304866065e-07,0.006449431935905317,16949372463,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014462674255054202
20,3.3322682941564358e-06,0.014011730682524114,160505640649,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012679740311598369
20,3.806438150358231e-07,0.013368537239967244,5141775085191,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012820984565851717
20,1.0009280146422994e-08,0.007166725546291633,23587359869,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014279333535515805
20,1.816595122145079e-06,0.011785020736629175,62170793494,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013175410954053153
20,1.328795578042354e-07,0.015041818906161797,699674900199,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012457024028977543
20,4.34087362674937e-07,0.019062999052896216,399294004704,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011620245867925327
20,2.0406182677907675e-08,0.006607076748791708,7922631042078,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014422055013404132
20,8.65782349409607e-08,0.006725570839012462,12963570713321,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014391637567874736
20,4.639366750391094e-06,0.006535352603877886,2924525026809,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014440420567996246
20,1.6651949106845974e-06,0.008687519720314247,22216493733257,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013902412831938042
20,1.1272941226953368e-06,0.011668546963360987,46011087007,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013201927427690677
20,5.9360610884677195e-08,0.017442022378848437,46906314676,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011951649100900607
20,1.2998703550444656e-06,0.013564138713544595,1749330955093,0.8,0.2,0.02,0.85,0.0075,0.1425,0.0127778640623301
20,1.1194250396869748e-08,0.006840519320269418,173467559024,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014362236375508389
20,7.78014563150162e-07,0.010721531272902363,106161589143,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013419637311615808
20,1.4174980501898343e-07,0.011946736348248912,2389641484918,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013138785171474843
20,4.777958451562975e-07,0.010520270264138203,503325683816,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013466458822534822
20,2.622513558270854e-06,0.013835229846193738,76197159824446,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012718340595479442
20,6.41831674209071e-07,0.009249359408037313,1128398029157,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013766833976477327
20,2.622439633227972e-07,0.017793891328946508,8912472115277,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011879060332009346
20,4.382917630424066e-06,0.015767440300854876,103063091986,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012302082207257656
20,6.583334178885942e-08,0.007457126101833436,32822228495422,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01420617580819569
20,5.0147400244048444e-06,0.009853465777934957,12384958772,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013622864906382632
20,2.6472972471829434e-07,0.01682569179030257,6483748316260,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012079665947022632
20,1.0636804036056834e-06,0.005315223036209174,25565982938,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014761224905451792
20,1.5404504265243046e-06,0.017278267171371584,53563645799,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011985482472484729
20,2.8128105537826945e-06,0.019269206192346042,2549992036723,0.8,0.2,0.02,0.85,0.0075,0.1425,0.01157849727498142
20,4.5202296233741006e-07,0.005493835302987433,452659997348,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014713453596179229
20,2.517596826771949e-07,0.01930181125668285,580022395284,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01157205781575274
20,1.0857576725355274e-08,0.013506501637849586,18727662411,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012790594336906554
20,9.463652483077428e-06,0.014895387450727077,7522424009933,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012488081610945913
20,1.2035428628207743e-06,0.019114941830257,416667120406,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011609710108800358
20,6.867863189227545e-08,0.006180720749654614,12339118705,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014532416765936801
20,2.701012088795601e-07,0.016155525931276008,9056591688984,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01222021364734777
20,1.0200579062456518e-08,0.014249899904634641,21238737698207,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01262800838345444
20,3.988863194694801e-06,0.016544372752522674,473721391667,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012138322022191894
20,1.2938171633129864e-06,0.015523002700904454,18063993322,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012354151792474524
20,1.308173082816349e-08,0.010191989136366021,3744751047063,0.8,0.2,0.02,0.85,0.0075,0.1425,0.01354325906470024
20,1.3896291393285673e-07,0.014674845788131895,11118622489160,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012535978161564374
20,2.061260044767655e-06,0.009247749874521708,77081238997674,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013767179581781464
20,4.585469642218881e-07,0.014418553758590202,3474034821782,0.8,0.2,0.02,0.85,0.0075,0.1425,0.01259138910832913
20,1.0472214786566745e-06,0.0073101189433506224,4992513193941,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014243111773878547
20,1.970663230022889e-07,0.019530345022106824,7187878036347,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011526082456318107
20,8.35546072840682e-06,0.019865902375499202,21677040777264,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011458395441743135
20,5.735606060718059e-07,0.014010139364970038,756381491549,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012680197481370026
20,1.285356726605186e-07,0.011281110772999717,45078654462503,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013290522900536639
20,8.687893929806696e-07,0.007548908406495306,14094270074,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014183157782069918
20,2.0770814398781486e-07,0.011612993960495605,18335758888,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013214615947009867
20,4.789293104803553e-08,0.009971007842314094,321315402335,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01359525351483898
20,7.493957067578251e-07,0.007339867411149682,19370831518357,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014235627421078575
20,3.0998015542475844e-07,0.006036880512804578,25023456204,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01456998266482738
20,6.753373247660214e-06,0.005479778263215182,3943960916625,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014717087331525706
20,3.4431919581939465e-08,0.014813078215739486,89202007936306,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012506186304307302
20,5.683452634202143e-06,0.011558847018537263,532125477884,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013226779167502731
20,7.384473860800804e-08,0.011606210095231965,67872653348750,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01321616707232014
20,1.2989098005728128e-08,0.01218253062939444,38273961164690,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013085505130491592
20,2.088494654063118e-08,0.006750810422778093,18158645150083,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014385174297057025
20,7.05470180807792e-08,0.016969040927133916,161149392348,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012049794333715785
20,1.250027341848225e-08,0.017297510832607665,212460524492,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011981566225898717
20,2.4205647244814014e-07,0.005897775340665239,4011731469678,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014606486214512847
20,3.0680230656721183e-06,0.008296339541304439,54053694428717,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013997896933913699
20,7.95765711645411e-07,0.013222962274494258,66589271520,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01285313080871238
20,4.248203241660281e-06,0.011359235723366022,14813129186,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013272471639085827
20,5.988738470833299e-06,0.010532712229386614,150785633431,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013463385065806016
20,1.4927966205116058e-08,0.005496436501823069,14873575432,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01471276801506931
20,4.215824588607449e-06,0.018018202167292025,756707217034,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011832789583335508
20,1.7528406118382804e-08,0.007088794524247098,61672366399842,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01429906787218754
20,4.809872600480486e-07,0.016933875467809743,20292144548,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01205709951993664
20,1.570208284799015e-08,0.016656897998717366,29055960421,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012114943577041043
20,2.898039846985522e-06,0.0190167398922775,538671821660,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01162947453077344
20,2.2150961409677863e-08,0.015764333403810712,606379730249,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012302932186011546
20,3.193256582756826e-07,0.018319799360042802,1443528362307,0.8,0.2,0.02,0.85,0.0075,0.1425,0.011771255136678732
20,2.5977063143419667e-08,0.010587670325845715,25040666859726,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01345077433406328
20,3.4224534772201564e-07,0.006211204077287887,1062120737590,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014524471339052089
20,1.2743399645754341e-08,0.01818960229527686,98278696891,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011797884096014346
20,1.5400480651669104e-06,0.019919644077659407,38499852406563,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011448010638665568
20,3.853784606368933e-07,0.009862208205650752,6237214441906,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013620936171903028
20,4.363489731381149e-07,0.018632033203547643,93046741957,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01170762118898534
20,1.2032765036735568e-06,0.007287280738907,417223454523,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014248863556228857
20,2.148680938539506e-06,0.010465249166099881,136300419899,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013479238419725524
20,1.1447400268088638e-07,0.010604811015087982,10762384709,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013446782685847277
20,2.687627771851567e-08,0.01610864363776423,5904036255107,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01223011027461432
20,9.066656640261673e-07,0.007052802650580006,29062183271,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014308176849929806
20,2.9420910024298824e-07,0.012258562818166957,31856509218,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013068364150554939
20,7.89712012253817e-06,0.01726016340466419,30822492879273,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011988936048026887
20,3.2853076307767047e-08,0.01484804582051533,17902895326199,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.0124986597256475
20,9.344250753892763e-08,0.01978020153561189,24004847830,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01147597989400154
20,2.397105338803179e-06,0.007169168215128431,101216982090,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014278660784703625
20,3.703014701940394e-08,0.006736095057902755,4825813066126,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014388942449211874
20,5.356456313098013e-08,0.016988794401220152,11961321045169,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012045682553444235
20,7.451860550663902e-06,0.01662037707067266,91226982940658,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012122245611449468
20,4.6986965004602196e-07,0.005479857657601339,212830488375,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014717181630781178
20,1.5213874825146716e-07,0.01949473594396005,483636863872,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011533239654835496
20,6.464183742164593e-08,0.016996194700812223,47767177321799,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012044141642893592
20,1.3804621857523924e-08,0.019714579574878592,7775409850196,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011489128271762577
20,9.710825764420562e-06,0.014728361861762782,10743332309,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012524037564544446
20,1.0838632325563022e-06,0.008400954602917744,89920096750101,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013972311462450985
20,6.255354277120816e-06,0.017911373538416788,6833487677592,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011854617914638772
20,5.756796385841016e-08,0.018899607988150567,19519119132029,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011653330803494939
20,7.976001641095761e-07,0.007564290109733817,62659819437,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014179310786391201
20,5.020625873597282e-07,0.013899495647171585,428593083545,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012704366596089933
20,2.757756398733783e-06,0.015175658841725212,107701606583,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012428233402312777
20,1.2306439844505562e-08,0.014101813453288856,207774296882,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012660231389937208
20,4.672054176786922e-06,0.008513068584693546,1565068042118,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013944816441786181
20,3.924520103325194e-08,0.01950093433613784,3730423748445,0.8,0.2,0.02,0.85,0.0075,0.1425,0.011531999844172455
20,1.8165613261280267e-06,0.01836284490557086,653923700161,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011762392605769462
20,4.367382734205633e-07,0.011744587077925165,2994419046961,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013184648725905973
20,1.0098609751168835e-07,0.01732945405095591,288981790819,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01197494416585502
20,2.061337124343465e-06,0.005250481376661785,284931034560,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014778602884983172
20,2.752218614080666e-07,0.018515774186109803,7752914502534,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011731288710198932
20,1.5900574236234002e-06,0.014549667440961304,40086114039215,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012562959407343607
20,1.4954062255047308e-06,0.014472119648229989,48241859250690,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012579743397981052
20,1.961487961873899e-06,0.0052218282595549205,29817932512953,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014786316749174673
20,3.669250690403156e-08,0.016225626598410113,450327969560,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012205455644303745
20,1.5028471335051488e-07,0.007307811716056757,519347074064,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014243714007285732
20,9.961662697213936e-06,0.01740935790845026,8850456790189,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01195793549479517
20,8.488131581901943e-07,0.008220135225284695,17892617803,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014016672039874398
20,6.282930493473857e-06,0.018628206167578584,10206471970,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01170810656887349
20,5.410758313026385e-06,0.016232908761268445,24830263283,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012203681271780096
20,2.9018007095540172e-08,0.007645545273788017,106275317358,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014159025072014334
20,5.1105953903278e-06,0.01131769884233529,1425308093517,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013281963433567478
20,1.875127062742618e-07,0.01196145949363335,100745683411,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01313544941783234
20,8.817853045102547e-08,0.008786741203258557,137908078788,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013878373877349552
20,6.664421977907144e-07,0.00534970356150832,56123878120522,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014751983993182668
20,3.477141425611521e-07,0.012531843990422287,486980333094,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013006989786661954
20,1.5596153908929093e-06,0.016419569411129774,7753170067166,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012164609927368
20,7.8738941265124e-06,0.011217453541853849,22007637943,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013304881640357542
20,2.483179252825957e-06,0.015687092372561894,12641573325,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012319214789423953
20,3.009267563113544e-07,0.017146613343434227,62097994447553,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012012856806374227
20,1.1195472394735286e-07,0.01207624813809155,602029542093,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013109489631862762
20,1.7071542381222493e-06,0.015551813494397732,793615187553,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012348002252279801
20,3.5896738234806814e-08,0.013807114298056585,12588094299,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.0127245975229499
20,1.1674564527126053e-07,0.009617927122536944,18481612141,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.0136788582017024
